,CHIR99021_uM,BMP4_uM,BMP7_uM,SHH_uM,SAG_uM,RA_uM,FGF8_uM,FGF2_uM,FGF4_uM,IWP2_uM,XAV939_uM,SB431542_uM,LDN193189_uM,DAPT_uM,EGF_uM,ActivinA_uM,Dorsomorphin_uM,purmorphamine_uM,cyclopamine_uM,log_harvest_day
virtual_02126,6.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02127,0.0,0.0019230769230769232,0.0,0.0,0.0,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02128,0.5,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02129,6.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02130,9.0,0.0003846153846153846,0.0,0.0,0.25,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02131,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.05,0.5,0.0,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02132,1.5,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02133,6.0,0.0,0.0,0.0,0.05,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02134,0.5,0.0,0.0,0.002551020408163265,0.05,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02135,1.0,0.0019230769230769232,0.0,0.0,0.0,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02136,0.0,0.0019230769230769232,0.0,0.002551020408163265,0.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02137,1.0,0.0019230769230769232,0.0,0.01020408163265306,0.05,0.1,0.0,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02138,0.5,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.01,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02139,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.25,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02140,0.5,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02141,6.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02142,1.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02143,0.0,0.0019230769230769232,0.0,0.002551020408163265,0.25,0.05,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02144,6.0,0.0,0.0,0.01020408163265306,0.0,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02145,9.0,0.0,0.0,0.00510204081632653,0.05,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02146,0.5,0.0,0.0,0.01020408163265306,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02147,9.0,0.0,0.0,0.0,0.25,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02148,0.5,0.0019230769230769232,0.0,0.01020408163265306,0.5,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02149,1.5,0.0019230769230769232,0.0,0.0,0.05,0.05,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02150,3.0,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02151,0.5,0.0,0.0,0.002551020408163265,0.5,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02152,1.5,0.0019230769230769232,0.0,0.0,0.5,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02153,9.0,0.0,0.0,0.002551020408163265,1.0,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02154,1.5,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.5,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02155,0.0,0.0007692307692307692,0.0,0.002551020408163265,0.0,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02156,6.0,0.0,0.0,0.00510204081632653,0.05,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02157,0.5,0.0,0.0,0.0,0.05,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02158,0.0,0.0019230769230769232,0.0,0.0,0.05,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02159,3.0,0.0007692307692307692,0.0,0.0,0.5,0.05,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02160,9.0,0.0019230769230769232,0.0,0.00510204081632653,0.05,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02161,1.5,0.0003846153846153846,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02162,1.0,0.0003846153846153846,0.0,0.01020408163265306,0.05,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02163,6.0,0.0019230769230769232,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02164,1.0,0.0,0.0,0.002551020408163265,0.05,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02165,0.5,0.0007692307692307692,0.0,0.002551020408163265,1.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02166,0.5,0.0003846153846153846,0.0,0.01020408163265306,0.5,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02167,1.0,0.0003846153846153846,0.0,0.0,0.25,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02168,1.0,0.0019230769230769232,0.0,0.002551020408163265,1.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02169,0.0,0.0019230769230769232,0.0,0.002551020408163265,1.0,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02170,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02171,0.0,0.0003846153846153846,0.0,0.00510204081632653,0.25,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02172,0.0,0.0,0.0,0.00510204081632653,0.0,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02173,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.1,0.0,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02174,1.5,0.0,0.0,0.002551020408163265,0.5,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02175,1.0,0.0,0.0,0.0,0.5,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02176,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.5,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02177,6.0,0.0003846153846153846,0.0,0.01020408163265306,0.5,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02178,1.5,0.0,0.0,0.01020408163265306,1.0,0.1,0.0,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02179,6.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.1,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02180,0.0,0.0003846153846153846,0.0,0.0,0.0,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02181,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02182,1.0,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.01,0.0,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02183,3.0,0.0007692307692307692,0.0,0.00510204081632653,0.05,0.0,0.0,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02184,1.5,0.0,0.0,0.01020408163265306,0.25,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02185,9.0,0.0,0.0,0.01020408163265306,0.05,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02186,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02187,6.0,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02188,1.0,0.0019230769230769232,0.0,0.00510204081632653,0.5,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02189,1.5,0.0,0.0,0.002551020408163265,0.0,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02190,6.0,0.0007692307692307692,0.0,0.0,0.5,0.01,0.0,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02191,0.5,0.0007692307692307692,0.0,0.0,0.5,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02192,3.0,0.0019230769230769232,0.0,0.002551020408163265,0.25,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02193,6.0,0.0007692307692307692,0.0,0.002551020408163265,1.0,0.1,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02194,1.5,0.0,0.0,0.002551020408163265,1.0,0.5,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02195,0.0,0.0007692307692307692,0.0,0.002551020408163265,1.0,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02196,6.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.01,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02197,1.0,0.0019230769230769232,0.0,0.0,0.5,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02198,0.5,0.0007692307692307692,0.0,0.0,1.0,0.5,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02199,0.5,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02200,3.0,0.0007692307692307692,0.0,0.0,0.0,0.0,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02201,0.5,0.0019230769230769232,0.0,0.00510204081632653,0.25,0.0,0.0,0.0,0.0,2.5,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02202,1.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.5,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02203,9.0,0.0019230769230769232,0.0,0.002551020408163265,0.0,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02204,3.0,0.0007692307692307692,0.0,0.002551020408163265,0.05,0.05,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02205,9.0,0.0007692307692307692,0.0,0.00510204081632653,0.0,0.5,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02206,1.0,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.05,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02207,1.5,0.0019230769230769232,0.0,0.002551020408163265,0.05,0.05,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02208,0.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02209,0.5,0.0,0.0,0.0,0.0,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02210,9.0,0.0007692307692307692,0.0,0.01020408163265306,0.05,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02211,1.0,0.0007692307692307692,0.0,0.002551020408163265,0.5,0.01,0.0,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02212,6.0,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.01,0.0044444444444444444,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02213,6.0,0.0003846153846153846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02214,3.0,0.0,0.0,0.0,0.05,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02215,6.0,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02216,9.0,0.0019230769230769232,0.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02217,3.0,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.0,0.0,0.0,0.0,2.5,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02218,0.5,0.0019230769230769232,0.0,0.0,0.25,0.1,0.0044444444444444444,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02219,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02220,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.5,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02221,0.0,0.0019230769230769232,0.0,0.01020408163265306,0.25,0.01,0.0022222222222222222,0.0,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02222,0.0,0.0003846153846153846,0.0,0.0,1.0,0.1,0.0,0.0,0.0,2.5,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02223,1.0,0.0007692307692307692,0.0,0.01020408163265306,1.0,0.0,0.0,0.0,0.0,2.5,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02224,1.5,0.0019230769230769232,0.0,0.01020408163265306,0.05,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02225,0.5,0.0007692307692307692,0.0,0.00510204081632653,1.0,0.1,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02226,6.0,0.0007692307692307692,0.0,0.0,0.05,0.5,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02227,1.0,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02228,0.5,0.0,0.0,0.0,1.0,0.5,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02229,6.0,0.0,0.0,0.01020408163265306,0.05,0.01,0.0,0.0,0.0,2.5,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02230,6.0,0.0003846153846153846,0.0,0.01020408163265306,0.5,0.05,0.0022222222222222222,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02231,1.0,0.0,0.0,0.00510204081632653,0.25,0.05,0.0,0.0,0.0,5.0,0.0,5.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02232,9.0,0.0007692307692307692,0.0,0.0,0.25,0.01,0.0,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02233,1.0,0.0007692307692307692,0.0,0.00510204081632653,0.05,0.01,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02234,0.5,0.0007692307692307692,0.0,0.0,0.05,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02235,0.5,0.0,0.0,0.01020408163265306,1.0,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02236,1.5,0.0003846153846153846,0.0,0.00510204081632653,1.0,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02237,1.5,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.01,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02238,9.0,0.0019230769230769232,0.0,0.0,0.5,0.0,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02239,1.5,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.05,0.0044444444444444444,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02240,3.0,0.0,0.0,0.01020408163265306,0.0,0.1,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02241,6.0,0.0019230769230769232,0.0,0.002551020408163265,0.5,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02242,6.0,0.0007692307692307692,0.0,0.002551020408163265,0.25,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02243,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.25,0.05,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02244,3.0,0.0019230769230769232,0.0,0.00510204081632653,0.0,0.05,0.0022222222222222222,0.0,0.0,5.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02245,1.0,0.0003846153846153846,0.0,0.002551020408163265,0.0,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02246,9.0,0.0007692307692307692,0.0,0.0,0.05,0.0,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02247,3.0,0.0007692307692307692,0.0,0.00510204081632653,0.5,0.1,0.0022222222222222222,0.0,0.0,0.0,0.0,10.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02248,1.5,0.0003846153846153846,0.0,0.0,0.25,0.01,0.0,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02249,0.0,0.0,0.0,0.01020408163265306,0.5,0.05,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02250,0.0,0.0007692307692307692,0.0,0.01020408163265306,0.25,0.01,0.0,0.0,0.0,5.0,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02251,9.0,0.0007692307692307692,0.0,0.0,0.25,0.0,0.0022222222222222222,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02252,1.5,0.0007692307692307692,0.0,0.0,0.0,0.1,0.0044444444444444444,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02253,0.5,0.0,0.0,0.0,0.5,0.1,0.0044444444444444444,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02254,0.5,0.0003846153846153846,0.0,0.01020408163265306,0.25,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,4.276666119016055
virtual_02255,1.0,0.0007692307692307692,0.0,0.002551020408163265,0.05,0.0,0.0022222222222222222,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02256,1.0,0.0,0.0,0.002551020408163265,0.05,0.5,0.0044444444444444444,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
virtual_02257,0.5,0.0019230769230769232,0.0,0.002551020408163265,1.0,0.5,0.0044444444444444444,0.0,0.0,2.5,0.0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.044522437723423
virtual_02258,9.0,0.0019230769230769232,0.0,0.0,1.0,0.0,0.0022222222222222222,0.0,0.0,2.5,0.0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,3.8066624897703196
